,fecha,abrir,max,min,cerrar,cierre_ajustado,volumen
368,5 dic 2023,"1,0838","1,0848","1,0783","1,0838","1,0838",-
369,4 dic 2023,"1,0888","1,0887","1,0806","1,0888","1,0888",-
370,1 dic 2023,"1,0892","1,0913","1,0832","1,0892","1,0892",-
371,30 nov 2023,"1,0974","1,0985","1,0895","1,0974","1,0974",-
372,29 nov 2023,"1,1006","1,1017","1,0961","1,1006","1,1006",-
373,28 nov 2023,"1,0958","1,1007","1,0935","1,0958","1,0958",-
374,27 nov 2023,"1,0940","1,0959","1,0926","1,0940","1,0940",-
375,24 nov 2023,"1,0906","1,0944","1,0896","1,0906","1,0906",-
376,23 nov 2023,"1,0891","1,0927","1,0888","1,0891","1,0891",-
377,22 nov 2023,"1,0918","1,0923","1,0855","1,0918","1,0918",-
378,21 nov 2023,"1,0946","1,0967","1,0923","1,0946","1,0946",-
379,20 nov 2023,"1,0907","1,0945","1,0898","1,0907","1,0907",-
380,17 nov 2023,"1,0854","1,0892","1,0825","1,0854","1,0854",-
381,16 nov 2023,"1,0855","1,0894","1,0831","1,0855","1,0855",-
382,15 nov 2023,"1,0878","1,0887","1,0833","1,0878","1,0878",-
383,14 nov 2023,"1,0702","1,0867","1,0694","1,0702","1,0702",-
384,13 nov 2023,"1,0690","1,0705","1,0666","1,0690","1,0690",-
385,10 nov 2023,"1,0668","1,0693","1,0658","1,0668","1,0668",-
386,9 nov 2023,"1,0710","1,0728","1,0681","1,0710","1,0710",-
387,8 nov 2023,"1,0696","1,0716","1,0661","1,0696","1,0696",-
388,7 nov 2023,"1,0722","1,0722","1,0665","1,0722","1,0722",-
389,6 nov 2023,"1,0732","1,0757","1,0723","1,0732","1,0732",-
390,3 nov 2023,"1,0619","1,0737","1,0615","1,0619","1,0619",-
391,2 nov 2023,"1,0587","1,0670","1,0584","1,0587","1,0587",-
392,1 nov 2023,"1,0579","1,0581","1,0523","1,0579","1,0579",-
393,31 oct 2023,"1,0615","1,0669","1,0568","1,0615","1,0615",-
394,30 oct 2023,"1,0562","1,0626","1,0548","1,0562","1,0562",-
395,27 oct 2023,"1,0564","1,0598","1,0536","1,0564","1,0564",-
396,26 oct 2023,"1,0567","1,0570","1,0526","1,0567","1,0567",-
397,25 oct 2023,"1,0595","1,0607","1,0567","1,0595","1,0595",-
398,24 oct 2023,"1,0670","1,0690","1,0584","1,0670","1,0670",-
399,23 oct 2023,"1,0590","1,0647","1,0572","1,0590","1,0590",-
400,20 oct 2023,"1,0586","1,0601","1,0566","1,0586","1,0586",-
401,19 oct 2023,"1,0539","1,0585","1,0529","1,0539","1,0539",-
402,18 oct 2023,"1,0573","1,0595","1,0527","1,0573","1,0573",-
403,17 oct 2023,"1,0554","1,0595","1,0533","1,0554","1,0554",-
404,16 oct 2023,"1,0522","1,0555","1,0516","1,0522","1,0522",-
405,13 oct 2023,"1,0537","1,0559","1,0496","1,0537","1,0537",-
406,12 oct 2023,"1,0624","1,0639","1,0546","1,0624","1,0624",-
407,11 oct 2023,"1,0605","1,0634","1,0593","1,0605","1,0605",-
408,10 oct 2023,"1,0579","1,0620","1,0556","1,0579","1,0579",-
409,9 oct 2023,"1,0567","1,0576","1,0521","1,0567","1,0567",-
410,6 oct 2023,"1,0547","1,0598","1,0484","1,0547","1,0547",-
411,5 oct 2023,"1,0507","1,0537","1,0501","1,0507","1,0507",-
412,4 oct 2023,"1,0472","1,0532","1,0454","1,0472","1,0472",-
413,3 oct 2023,"1,0481","1,0494","1,0450","1,0481","1,0481",-
414,2 oct 2023,"1,0565","1,0591","1,0493","1,0565","1,0565",-
415,29 sept 2023,"1,0562","1,0618","1,0559","1,0562","1,0562",-
416,28 sept 2023,"1,0505","1,0579","1,0492","1,0505","1,0505",-
417,27 sept 2023,"1,0569","1,0574","1,0509","1,0569","1,0569",-
418,26 sept 2023,"1,0592","1,0609","1,0568","1,0592","1,0592",-
419,25 sept 2023,"1,0648","1,0655","1,0577","1,0648","1,0648",-
420,22 sept 2023,"1,0662","1,0672","1,0615","1,0662","1,0662",-
421,21 sept 2023,"1,0653","1,0674","1,0619","1,0653","1,0653",-
422,20 sept 2023,"1,0682","1,0727","1,0676","1,0682","1,0682",-
423,19 sept 2023,"1,0693","1,0719","1,0676","1,0693","1,0693",-
424,18 sept 2023,"1,0668","1,0698","1,0656","1,0668","1,0668",-
425,15 sept 2023,"1,0637","1,0688","1,0635","1,0637","1,0637",-
426,14 sept 2023,"1,0734","1,0755","1,0655","1,0734","1,0734",-
427,13 sept 2023,"1,0753","1,0765","1,0717","1,0753","1,0753",-
428,12 sept 2023,"1,0750","1,0763","1,0706","1,0750","1,0750",-
429,11 sept 2023,"1,0718","1,0757","1,0711","1,0718","1,0718",-
430,8 sept 2023,"1,0698","1,0742","1,0695","1,0698","1,0698",-
431,7 sept 2023,"1,0724","1,0734","1,0688","1,0724","1,0724",-
432,6 sept 2023,"1,0726","1,0748","1,0705","1,0726","1,0726",-
433,5 sept 2023,"1,0794","1,0799","1,0708","1,0794","1,0794",-
434,4 sept 2023,"1,0776","1,0809","1,0774","1,0776","1,0776",-
435,1 sept 2023,"1,0844","1,0881","1,0786","1,0844","1,0844",-
436,31 ago 2023,"1,0933","1,0940","1,0837","1,0933","1,0933",-
437,30 ago 2023,"1,0869","1,0945","1,0856","1,0869","1,0869",-
438,29 ago 2023,"1,0826","1,0857","1,0784","1,0826","1,0826",-
439,28 ago 2023,"1,0797","1,0821","1,0799","1,0797","1,0797",-
440,25 ago 2023,"1,0799","1,0840","1,0767","1,0799","1,0799",-
441,24 ago 2023,"1,0866","1,0877","1,0815","1,0866","1,0866",-
442,23 ago 2023,"1,0847","1,0871","1,0803","1,0847","1,0847",-
443,22 ago 2023,"1,0898","1,0932","1,0834","1,0898","1,0898",-
444,21 ago 2023,"1,0876","1,0914","1,0871","1,0876","1,0876",-
445,18 ago 2023,"1,0875","1,0896","1,0846","1,0875","1,0875",-
446,17 ago 2023,"1,0875","1,0917","1,0862","1,0875","1,0875",-
447,16 ago 2023,"1,0904","1,0935","1,0898","1,0904","1,0904",-
448,15 ago 2023,"1,0910","1,0950","1,0901","1,0910","1,0910",-
449,14 ago 2023,"1,0944","1,0960","1,0877","1,0944","1,0944",-
450,11 ago 2023,"1,0982","1,1004","1,0952","1,0982","1,0982",-
451,10 ago 2023,"1,0978","1,1058","1,0968","1,0978","1,0978",-
452,9 ago 2023,"1,0959","1,0994","1,0956","1,0959","1,0959",-
453,8 ago 2023,"1,1003","1,1010","1,0931","1,1003","1,1003",-
454,7 ago 2023,"1,1003","1,1012","1,0966","1,1003","1,1003",-
455,4 ago 2023,"1,0952","1,1041","1,0936","1,0952","1,0952",-
456,3 ago 2023,"1,0944","1,0954","1,0914","1,0944","1,0944",-
457,2 ago 2023,"1,1008","1,1007","1,0920","1,1008","1,1008",-
458,1 ago 2023,"1,0998","1,1002","1,0954","1,0998","1,0998",-
459,31 jul 2023,"1,1024","1,1045","1,1006","1,1024","1,1024",-
460,28 jul 2023,"1,0979","1,1047","1,0947","1,0979","1,0979",-
461,27 jul 2023,"1,1078","1,1152","1,0985","1,1078","1,1078",-
462,26 jul 2023,"1,1050","1,1086","1,1038","1,1050","1,1050",-
463,25 jul 2023,"1,1063","1,1089","1,1022","1,1063","1,1063",-
464,24 jul 2023,"1,1125","1,1145","1,1069","1,1125","1,1125",-
465,21 jul 2023,"1,1137","1,1147","1,1110","1,1137","1,1137",-
466,20 jul 2023,"1,1205","1,1230","1,1133","1,1205","1,1205",-
467,19 jul 2023,"1,1229","1,1240","1,1176","1,1229","1,1229",-
468,18 jul 2023,"1,1238","1,1276","1,1220","1,1238","1,1238",-
469,17 jul 2023,"1,1228","1,1251","1,1205","1,1228","1,1228",-
470,14 jul 2023,"1,1223","1,1245","1,1206","1,1223","1,1223",-
471,13 jul 2023,"1,1145","1,1196","1,1131","1,1145","1,1145",-
472,12 jul 2023,"1,1014","1,1126","1,1013","1,1014","1,1014",-
473,11 jul 2023,"1,1006","1,1026","1,0979","1,1006","1,1006",-
474,10 jul 2023,"1,0970","1,0993","1,0945","1,0970","1,0970",-
475,7 jul 2023,"1,0891","1,0965","1,0869","1,0891","1,0891",-
476,6 jul 2023,"1,0857","1,0902","1,0834","1,0857","1,0857",-
477,5 jul 2023,"1,0885","1,0906","1,0865","1,0885","1,0885",-
478,4 jul 2023,"1,0913","1,0918","1,0891","1,0913","1,0913",-
479,3 jul 2023,"1,0908","1,0931","1,0872","1,0908","1,0908",-
480,30 jun 2023,"1,0868","1,0934","1,0836","1,0868","1,0868",-
481,29 jun 2023,"1,0916","1,0941","1,0862","1,0916","1,0916",-
482,28 jun 2023,"1,0957","1,0963","1,0900","1,0957","1,0957",-
483,27 jun 2023,"1,0910","1,0976","1,0903","1,0910","1,0910",-
484,26 jun 2023,"1,0907","1,0922","1,0888","1,0907","1,0907",-
485,23 jun 2023,"1,0959","1,0959","1,0845","1,0959","1,0959",-
486,22 jun 2023,"1,0993","1,1011","1,0951","1,0993","1,0993",-
487,21 jun 2023,"1,0920","1,0961","1,0907","1,0920","1,0920",-
488,20 jun 2023,"1,0924","1,0945","1,0895","1,0924","1,0924",-
489,19 jun 2023,"1,0942","1,0949","1,0911","1,0942","1,0942",-
490,16 jun 2023,"1,0946","1,0971","1,0920","1,0946","1,0946",-
491,15 jun 2023,"1,0843","1,0939","1,0804","1,0843","1,0843",-
492,14 jun 2023,"1,0789","1,0858","1,0776","1,0789","1,0789",-
493,13 jun 2023,"1,0763","1,0823","1,0761","1,0763","1,0763",-
494,12 jun 2023,"1,0751","1,0790","1,0734","1,0751","1,0751",-
495,9 jun 2023,"1,0783","1,0787","1,0748","1,0783","1,0783",-
496,8 jun 2023,"1,0707","1,0783","1,0702","1,0707","1,0707",-
497,7 jun 2023,"1,0698","1,0740","1,0669","1,0698","1,0698",-
498,6 jun 2023,"1,0712","1,0733","1,0667","1,0712","1,0712",-
499,5 jun 2023,"1,0699","1,0723","1,0675","1,0699","1,0699",-
500,2 jun 2023,"1,0761","1,0779","1,0718","1,0761","1,0761",-
501,1 jun 2023,"1,0695","1,0754","1,0664","1,0695","1,0695",-
502,31 may 2023,"1,0733","1,0739","1,0652","1,0733","1,0733",-
503,30 may 2023,"1,0708","1,0746","1,0673","1,0708","1,0708",-
504,29 may 2023,"1,0723","1,0746","1,0706","1,0723","1,0723",-
505,26 may 2023,"1,0724","1,0758","1,0702","1,0724","1,0724",-
506,25 may 2023,"1,0757","1,0754","1,0710","1,0757","1,0757",-
507,24 may 2023,"1,0770","1,0799","1,0750","1,0770","1,0770",-
508,23 may 2023,"1,0811","1,0821","1,0764","1,0811","1,0811",-
509,22 may 2023,"1,0823","1,0831","1,0797","1,0823","1,0823",-
510,19 may 2023,"1,0775","1,0824","1,0761","1,0775","1,0775",-
511,18 may 2023,"1,0838","1,0850","1,0765","1,0838","1,0838",-
512,17 may 2023,"1,0866","1,0875","1,0812","1,0866","1,0866",-
513,16 may 2023,"1,0874","1,0904","1,0857","1,0874","1,0874",-
514,15 may 2023,"1,0853","1,0892","1,0849","1,0853","1,0853",-
515,12 may 2023,"1,0912","1,0935","1,0856","1,0912","1,0912",-
516,11 may 2023,"1,0984","1,0999","1,0901","1,0984","1,0984",-
517,10 may 2023,"1,0965","1,1005","1,0943","1,0965","1,0965",-
518,9 may 2023,"1,0996","1,1001","1,0944","1,0996","1,0996",-
519,8 may 2023,"1,1019","1,1053","1,1012","1,1019","1,1019",-
520,5 may 2023,"1,1023","1,1048","1,0972","1,1023","1,1023",-
521,4 may 2023,"1,1069","1,1091","1,0987","1,1069","1,1069",-
522,3 may 2023,"1,1011","1,1058","1,1006","1,1011","1,1011",-
523,2 may 2023,"1,0969","1,1005","1,0944","1,0969","1,0969",-
524,1 may 2023,"1,1011","1,1036","1,0967","1,1011","1,1011",-
525,28 abr 2023,"1,1032","1,1044","1,0966","1,1032","1,1032",-
526,27 abr 2023,"1,1047","1,1066","1,0994","1,1047","1,1047",-
527,26 abr 2023,"1,0978","1,1094","1,0969","1,0978","1,0978",-
528,25 abr 2023,"1,1059","1,1068","1,0969","1,1059","1,1059",-
529,24 abr 2023,"1,0992","1,1034","1,0969","1,0992","1,0992",-
530,21 abr 2023,"1,0971","1,0993","1,0940","1,0971","1,0971",-
531,20 abr 2023,"1,0952","1,0989","1,0934","1,0952","1,0952",-
532,19 abr 2023,"1,0975","1,0987","1,0918","1,0975","1,0975",-
533,18 abr 2023,"1,0925","1,0983","1,0923","1,0925","1,0925",-
534,17 abr 2023,"1,0987","1,0999","1,0911","1,0987","1,0987",-
535,14 abr 2023,"1,1055","1,1075","1,0978","1,1055","1,1055",-
536,13 abr 2023,"1,1000","1,1069","1,0982","1,1000","1,1000",-
537,12 abr 2023,"1,0918","1,0999","1,0915","1,0918","1,0918",-
538,11 abr 2023,"1,0869","1,0927","1,0868","1,0869","1,0869",-
539,10 abr 2023,"1,0914","1,0918","1,0832","1,0914","1,0914",-
540,7 abr 2023,"1,0920","1,0925","1,0881","1,0920","1,0920",-
541,6 abr 2023,"1,0903","1,0930","1,0886","1,0903","1,0903",-
542,5 abr 2023,"1,0960","1,0969","1,0905","1,0960","1,0960",-
543,4 abr 2023,"1,0912","1,0972","1,0884","1,0912","1,0912",-
544,3 abr 2023,"1,0803","1,0916","1,0789","1,0803","1,0803",-
545,31 mar 2023,"1,0905","1,0926","1,0861","1,0905","1,0905",-
546,30 mar 2023,"1,0844","1,0924","1,0827","1,0844","1,0844",-
547,29 mar 2023,"1,0840","1,0872","1,0821","1,0840","1,0840",-
548,28 mar 2023,"1,0807","1,0849","1,0804","1,0807","1,0807",-
549,27 mar 2023,"1,0778","1,0796","1,0748","1,0778","1,0778",-
550,24 mar 2023,"1,0835","1,0839","1,0719","1,0835","1,0835",-
551,23 mar 2023,"1,0870","1,0929","1,0869","1,0870","1,0870",-
552,22 mar 2023,"1,0774","1,0801","1,0760","1,0774","1,0774",-
553,21 mar 2023,"1,0719","1,0787","1,0705","1,0719","1,0719",-
554,20 mar 2023,"1,0679","1,0731","1,0632","1,0679","1,0679",-
555,17 mar 2023,"1,0614","1,0670","1,0612","1,0614","1,0614",-
556,16 mar 2023,"1,0583","1,0635","1,0555","1,0583","1,0583",-
557,15 mar 2023,"1,0728","1,0760","1,0520","1,0728","1,0728",-
558,14 mar 2023,"1,0725","1,0747","1,0680","1,0725","1,0725",-
559,13 mar 2023,"1,0684","1,0737","1,0652","1,0684","1,0684",-
560,10 mar 2023,"1,0585","1,0699","1,0576","1,0585","1,0585",-
561,9 mar 2023,"1,0550","1,0586","1,0539","1,0550","1,0550",-
562,8 mar 2023,"1,0551","1,0573","1,0527","1,0551","1,0551",-
563,7 mar 2023,"1,0688","1,0696","1,0572","1,0688","1,0688",-
564,6 mar 2023,"1,0626","1,0694","1,0623","1,0626","1,0626",-
565,3 mar 2023,"1,0600","1,0629","1,0591","1,0600","1,0600",-
566,2 mar 2023,"1,0669","1,0673","1,0583","1,0669","1,0669",-
567,1 mar 2023,"1,0577","1,0691","1,0566","1,0577","1,0577",-
568,28 feb 2023,"1,0611","1,0645","1,0582","1,0611","1,0611",-
569,27 feb 2023,"1,0555","1,0619","1,0534","1,0555","1,0555",-
570,24 feb 2023,"1,0598","1,0614","1,0538","1,0598","1,0598",-
571,23 feb 2023,"1,0606","1,0630","1,0582","1,0606","1,0606",-
572,22 feb 2023,"1,0652","1,0666","1,0619","1,0652","1,0652",-
573,21 feb 2023,"1,0683","1,0696","1,0645","1,0683","1,0683",-
574,20 feb 2023,"1,0684","1,0705","1,0672","1,0684","1,0684",-
575,17 feb 2023,"1,0666","1,0681","1,0614","1,0666","1,0666",-
576,16 feb 2023,"1,0692","1,0722","1,0656","1,0692","1,0692",-
577,15 feb 2023,"1,0736","1,0745","1,0666","1,0736","1,0736",-
578,14 feb 2023,"1,0730","1,0798","1,0710","1,0730","1,0730",-
579,13 feb 2023,"1,0678","1,0725","1,0657","1,0678","1,0678",-
580,10 feb 2023,"1,0742","1,0752","1,0669","1,0742","1,0742",-
581,9 feb 2023,"1,0716","1,0790","1,0712","1,0716","1,0716",-
582,8 feb 2023,"1,0730","1,0760","1,0717","1,0730","1,0730",-
583,7 feb 2023,"1,0731","1,0746","1,0670","1,0731","1,0731",-
584,6 feb 2023,"1,0791","1,0800","1,0718","1,0791","1,0791",-
585,3 feb 2023,"1,0905","1,0941","1,0811","1,0905","1,0905",-
586,2 feb 2023,"1,1013","1,1027","1,0888","1,1013","1,1013",-
587,1 feb 2023,"1,0861","1,0924","1,0853","1,0861","1,0861",-
588,31 ene 2023,"1,0851","1,0868","1,0804","1,0851","1,0851",-
589,30 ene 2023,"1,0871","1,0915","1,0855","1,0871","1,0871",-
590,27 ene 2023,"1,0894","1,0902","1,0839","1,0894","1,0894",-
591,26 ene 2023,"1,0922","1,0933","1,0852","1,0922","1,0922",-
592,25 ene 2023,"1,0888","1,0923","1,0858","1,0888","1,0888",-
593,24 ene 2023,"1,0874","1,0897","1,0839","1,0874","1,0874",-
594,23 ene 2023,"1,0865","1,0920","1,0848","1,0865","1,0865",-
595,20 ene 2023,"1,0834","1,0857","1,0805","1,0834","1,0834",-
596,19 ene 2023,"1,0798","1,0833","1,0783","1,0798","1,0798",-
597,18 ene 2023,"1,0793","1,0884","1,0767","1,0793","1,0793",-
598,17 ene 2023,"1,0830","1,0869","1,0787","1,0830","1,0830",-
599,16 ene 2023,"1,0825","1,0875","1,0803","1,0825","1,0825",-
600,13 ene 2023,"1,0860","1,0868","1,0781","1,0860","1,0860",-
601,12 ene 2023,"1,0766","1,0838","1,0738","1,0766","1,0766",-
602,11 ene 2023,"1,0739","1,0775","1,0727","1,0739","1,0739",-
603,10 ene 2023,"1,0733","1,0757","1,0713","1,0733","1,0733",-
604,9 ene 2023,"1,0656","1,0760","1,0653","1,0656","1,0656",-
605,6 ene 2023,"1,0522","1,0622","1,0485","1,0522","1,0522",-
606,5 ene 2023,"1,0606","1,0633","1,0516","1,0606","1,0606",-
607,4 ene 2023,"1,0547","1,0632","1,0546","1,0547","1,0547",-
608,3 ene 2023,"1,0678","1,0683","1,0522","1,0678","1,0678",-
609,2 ene 2023,"1,0710","1,0712","1,0653","1,0710","1,0710",-
610,30 dic 2022,"1,0661","1,0698","1,0639","1,0661","1,0661",-
611,29 dic 2022,"1,0629","1,0670","1,0612","1,0629","1,0629",-
612,28 dic 2022,"1,0637","1,0674","1,0614","1,0637","1,0637",-
613,27 dic 2022,"1,0640","1,0669","1,0612","1,0640","1,0640",-
614,26 dic 2022,"1,0668","1,0637","1,0609","1,0668","1,0668",-
615,23 dic 2022,"1,0603","1,0631","1,0588","1,0603","1,0603",-
616,22 dic 2022,"1,0610","1,0657","1,0584","1,0610","1,0610",-
617,21 dic 2022,"1,0627","1,0644","1,0597","1,0627","1,0627",-
618,20 dic 2022,"1,0615","1,0656","1,0581","1,0615","1,0615",-
619,19 dic 2022,"1,0585","1,0659","1,0577","1,0585","1,0585",-
620,16 dic 2022,"1,0641","1,0663","1,0599","1,0641","1,0641",-
621,15 dic 2022,"1,0676","1,0726","1,0607","1,0676","1,0676",-
622,14 dic 2022,"1,0627","1,0670","1,0620","1,0627","1,0627",-
623,13 dic 2022,"1,0542","1,0669","1,0529","1,0542","1,0542",-
624,12 dic 2022,"1,0522","1,0579","1,0507","1,0522","1,0522",-
625,9 dic 2022,"1,0560","1,0588","1,0520","1,0560","1,0560",-
626,8 dic 2022,"1,0513","1,0563","1,0492","1,0513","1,0513",-
627,7 dic 2022,"1,0469","1,0546","1,0444","1,0469","1,0469",-
628,6 dic 2022,"1,0497","1,0532","1,0477","1,0497","1,0497",-
629,5 dic 2022,"1,0544","1,0594","1,0492","1,0544","1,0544",-
630,2 dic 2022,"1,0528","1,0545","1,0434","1,0528","1,0528",-
631,1 dic 2022,"1,0425","1,0531","1,0398","1,0425","1,0425",-
632,30 nov 2022,"1,0324","1,0395","1,0292","1,0324","1,0324",-
633,29 nov 2022,"1,0346","1,0394","1,0325","1,0346","1,0346",-
634,28 nov 2022,"1,0368","1,0497","1,0342","1,0368","1,0368",-
635,25 nov 2022,"1,0408","1,0429","1,0356","1,0408","1,0408",-
636,24 nov 2022,"1,0416","1,0448","1,0384","1,0416","1,0416",-
637,23 nov 2022,"1,0311","1,0382","1,0298","1,0311","1,0311",-
638,22 nov 2022,"1,0246","1,0290","1,0243","1,0246","1,0246",-
639,21 nov 2022,"1,0331","1,0333","1,0227","1,0331","1,0331",-
640,18 nov 2022,"1,0362","1,0396","1,0328","1,0362","1,0362",-
641,17 nov 2022,"1,0395","1,0406","1,0309","1,0395","1,0395",-
642,16 nov 2022,"1,0358","1,0437","1,0336","1,0358","1,0358",-
643,15 nov 2022,"1,0319","1,0475","1,0314","1,0319","1,0319",-
644,14 nov 2022,"1,0329","1,0350","1,0274","1,0329","1,0329",-
645,11 nov 2022,"1,0192","1,0338","1,0166","1,0192","1,0192",-
646,10 nov 2022,"1,0020","1,0183","0,9938","1,0020","1,0020",-
647,9 nov 2022,"1,0081","1,0089","1,0013","1,0081","1,0081",-
648,8 nov 2022,"1,0019","1,0094","0,9976","1,0019","1,0019",-
649,7 nov 2022,"0,9929","1,0005","0,9919","0,9929","0,9929",-
650,4 nov 2022,"0,9750","0,9938","0,9748","0,9750","0,9750",-
651,3 nov 2022,"0,9814","0,9840","0,9731","0,9814","0,9814",-
652,2 nov 2022,"0,9878","0,9914","0,9868","0,9878","0,9878",-
653,1 nov 2022,"0,9886","0,9952","0,9862","0,9886","0,9886",-
654,31 oct 2022,"0,9955","0,9968","0,9874","0,9955","0,9955",-
655,28 oct 2022,"0,9968","0,9999","0,9931","0,9968","0,9968",-
656,27 oct 2022,"1,0092","1,0095","0,9976","1,0092","1,0092",-
657,26 oct 2022,"0,9964","1,0081","0,9945","0,9964","0,9964",-
658,25 oct 2022,"0,9887","0,9975","0,9852","0,9887","0,9887",-
659,24 oct 2022,"0,9860","0,9890","0,9809","0,9860","0,9860",-
660,21 oct 2022,"0,9779","0,9857","0,9707","0,9779","0,9779",-
661,20 oct 2022,"0,9766","0,9845","0,9756","0,9766","0,9766",-
662,19 oct 2022,"0,9864","0,9867","0,9760","0,9864","0,9864",-
663,18 oct 2022,"0,9846","0,9874","0,9815","0,9846","0,9846",-
664,17 oct 2022,"0,9739","0,9847","0,9725","0,9739","0,9739",-
665,14 oct 2022,"0,9751","0,9804","0,9709","0,9751","0,9751",-
666,13 oct 2022,"0,9708","0,9795","0,9636","0,9708","0,9708",-
667,12 oct 2022,"0,9700","0,9733","0,9670","0,9700","0,9700",-
668,11 oct 2022,"0,9710","0,9758","0,9674","0,9710","0,9710",-
669,10 oct 2022,"0,9735","0,9752","0,9683","0,9735","0,9735",-
670,7 oct 2022,"0,9789","0,9816","0,9732","0,9789","0,9789",-
671,6 oct 2022,"0,9911","0,9926","0,9789","0,9911","0,9911",-
672,5 oct 2022,"0,9984","0,9994","0,9835","0,9984","0,9984",-
673,4 oct 2022,"0,9832","0,9980","0,9807","0,9832","0,9832",-
674,3 oct 2022,"0,9793","0,9844","0,9754","0,9793","0,9793",-
675,30 sept 2022,"0,9830","0,9850","0,9736","0,9830","0,9830",-
676,29 sept 2022,"0,9708","0,9787","0,9638","0,9708","0,9708",-
677,28 sept 2022,"0,9596","0,9686","0,9540","0,9596","0,9596",-
678,27 sept 2022,"0,9624","0,9670","0,9595","0,9624","0,9624",-
679,26 sept 2022,"0,9690","0,9700","0,9582","0,9690","0,9690",-
680,23 sept 2022,"0,9842","0,9852","0,9704","0,9842","0,9842",-
681,22 sept 2022,"0,9831","0,9906","0,9811","0,9831","0,9831",-
682,21 sept 2022,"0,9971","0,9974","0,9869","0,9971","0,9971",-
683,20 sept 2022,"1,0030","1,0050","0,9957","1,0030","1,0030",-
684,19 sept 2022,"1,0022","1,0028","0,9967","1,0022","1,0022",-
685,16 sept 2022,"0,9988","1,0036","0,9946","0,9988","0,9988",-
686,15 sept 2022,"0,9984","1,0018","0,9957","0,9984","0,9984",-
687,14 sept 2022,"0,9982","1,0023","0,9964","0,9982","0,9982",-
688,13 sept 2022,"1,0130","1,0187","0,9996","1,0130","1,0130",-
689,12 sept 2022,"1,0071","1,0197","1,0065","1,0071","1,0071",-
690,9 sept 2022,"1,0012","1,0112","1,0009","1,0012","1,0012",-
691,8 sept 2022,"0,9996","1,0029","0,9933","0,9996","0,9996",-
692,7 sept 2022,"0,9898","0,9955","0,9878","0,9898","0,9898",-
693,6 sept 2022,"0,9952","0,9985","0,9865","0,9952","0,9952",-
694,5 sept 2022,"0,9909","0,9944","0,9881","0,9909","0,9909",-
695,2 sept 2022,"0,9952","1,0033","0,9951","0,9952","0,9952",-
696,1 sept 2022,"1,0039","1,0046","0,9917","1,0039","1,0039",-
697,31 ago 2022,"1,0025","1,0077","0,9972","1,0025","1,0025",-
698,30 ago 2022,"1,0014","1,0052","0,9983","1,0014","1,0014",-
699,29 ago 2022,"0,9939","1,0031","0,9915","0,9939","0,9939",-
700,26 ago 2022,"0,9971","1,0088","0,9947","0,9971","0,9971",-
701,25 ago 2022,"0,9969","1,0031","0,9957","0,9969","0,9969",-
702,24 ago 2022,"0,9967","0,9998","0,9912","0,9967","0,9967",-
703,23 ago 2022,"0,9939","1,0019","0,9903","0,9939","0,9939",-
704,22 ago 2022,"1,0035","1,0048","0,9928","1,0035","1,0035",-
705,19 ago 2022,"1,0090","1,0112","1,0036","1,0090","1,0090",-
706,18 ago 2022,"1,0180","1,0194","1,0113","1,0180","1,0180",-
707,17 ago 2022,"1,0171","1,0198","1,0148","1,0171","1,0171",-
708,16 ago 2022,"1,0162","1,0194","1,0123","1,0162","1,0162",-
709,15 ago 2022,"1,0256","1,0267","1,0182","1,0256","1,0256",-
710,12 ago 2022,"1,0317","1,0327","1,0240","1,0317","1,0317",-
711,11 ago 2022,"1,0301","1,0366","1,0276","1,0301","1,0301",-
712,10 ago 2022,"1,0208","1,0369","1,0203","1,0208","1,0208",-
713,9 ago 2022,"1,0198","1,0247","1,0189","1,0198","1,0198",-
714,8 ago 2022,"1,0171","1,0222","1,0160","1,0171","1,0171",-
715,5 ago 2022,"1,0248","1,0249","1,0144","1,0248","1,0248",-
716,4 ago 2022,"1,0158","1,0232","1,0156","1,0158","1,0158",-
717,3 ago 2022,"1,0156","1,0208","1,0123","1,0156","1,0156",-
